ExclusionID,Nom,Categorie,Description,PackImpacte
EX00880,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 8 des CG.,Bronze
EX00881,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 10 des CG.,Silver+
EX00882,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 41 des CG.,Gold
EX00883,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 33 des CG.,Tous
EX00884,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 35 des CG.,VIP
EX00885,Transport de matières dangereuses non autorisé,Conduite,Transport de matières dangereuses non autorisé. Voir article 10 des CG.,Premium
EX00886,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 5 des CG.,Silver+
EX00887,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 2 des CG.,Tous
EX00888,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 39 des CG.,Business
EX00889,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 1 des CG.,Business
EX00890,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 15 des CG.,Gold+
EX00891,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 27 des CG.,VIP
EX00892,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 44 des CG.,Gold
EX00893,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 21 des CG.,Eco
EX00894,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 13 des CG.,Business
EX00895,Transport de matières dangereuses non autorisé,Conduite,Transport de matières dangereuses non autorisé. Voir article 32 des CG.,Eco+
EX00896,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 31 des CG.,Eco+
EX00897,Sinistre survenu pendant une période de suspension,Usage,Sinistre survenu pendant une période de suspension. Voir article 34 des CG.,Gold+
EX00898,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 17 des CG.,VIP
EX00899,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 15 des CG.,Gold
EX00900,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 1 des CG.,Premium
EX00901,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 42 des CG.,Silver
EX00902,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 40 des CG.,Gold+
EX00903,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 16 des CG.,Silver
EX00904,Conduite par une personne non déclarée au contrat,Conduite,Conduite par une personne non déclarée au contrat. Voir article 18 des CG.,Bronze
EX00905,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 39 des CG.,Tous
EX00906,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 43 des CG.,Gold
EX00907,Sinistre survenu pendant une période de suspension,Conduite,Sinistre survenu pendant une période de suspension. Voir article 13 des CG.,Business
EX00908,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 41 des CG.,VIP
EX00909,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 30 des CG.,Premium
EX00910,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 32 des CG.,Bronze
EX00911,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 33 des CG.,Premium
EX00912,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 24 des CG.,Eco+
EX00913,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 26 des CG.,Gold
EX00914,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 7 des CG.,Bronze
EX00915,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 41 des CG.,Silver+
EX00916,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 10 des CG.,Premium
EX00917,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 36 des CG.,Eco+
EX00918,Modification non déclarée du véhicule,Territorial,Modification non déclarée du véhicule. Voir article 44 des CG.,Eco+
EX00919,Dépassement de la limite kilométrique contractuelle,Administratif,Dépassement de la limite kilométrique contractuelle. Voir article 19 des CG.,Gold+
EX00920,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 4 des CG.,Premium
EX00921,Usage du véhicule en compétition ou sur circuit,Usage,Usage du véhicule en compétition ou sur circuit. Voir article 37 des CG.,Gold+
EX00922,Dommages survenus hors territoire marocain non couvert,Usage,Dommages survenus hors territoire marocain non couvert. Voir article 5 des CG.,Premium
EX00923,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 10 des CG.,Business
EX00924,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 9 des CG.,Silver
EX00925,Transport de matières dangereuses non autorisé,Usage,Transport de matières dangereuses non autorisé. Voir article 36 des CG.,Premium
EX00926,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 13 des CG.,Eco
EX00927,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 32 des CG.,Bronze
EX00928,Modification non déclarée du véhicule,Territorial,Modification non déclarée du véhicule. Voir article 12 des CG.,Silver
EX00929,Dépassement de la limite kilométrique contractuelle,Administratif,Dépassement de la limite kilométrique contractuelle. Voir article 10 des CG.,Silver
EX00930,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 26 des CG.,Silver+
EX00931,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 41 des CG.,Gold+
EX00932,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 37 des CG.,Eco+
EX00933,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 12 des CG.,Tous
EX00934,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 30 des CG.,Business
EX00935,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 38 des CG.,Gold
EX00936,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 39 des CG.,VIP
EX00937,Sinistre survenu pendant une période de suspension,Conduite,Sinistre survenu pendant une période de suspension. Voir article 4 des CG.,Eco+
EX00938,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 35 des CG.,Business
EX00939,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 20 des CG.,Silver+
EX00940,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 45 des CG.,Tous
EX00941,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 4 des CG.,VIP
EX00942,Dommages survenus hors territoire marocain non couvert,Usage,Dommages survenus hors territoire marocain non couvert. Voir article 8 des CG.,Gold
EX00943,Usure normale et défaut d'entretien,Usage,Usure normale et défaut d'entretien. Voir article 41 des CG.,Gold
EX00944,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 21 des CG.,Premium
EX00945,Transport de matières dangereuses non autorisé,Conduite,Transport de matières dangereuses non autorisé. Voir article 15 des CG.,Premium
EX00946,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 16 des CG.,Premium
EX00947,Sinistre survenu pendant une période de suspension,Usage,Sinistre survenu pendant une période de suspension. Voir article 8 des CG.,VIP
EX00948,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 31 des CG.,Eco
EX00949,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 31 des CG.,Business
EX00950,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 11 des CG.,Premium
EX00951,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 34 des CG.,Premium
EX00952,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 29 des CG.,Eco
EX00953,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 42 des CG.,Eco
EX00954,Conduite par une personne non déclarée au contrat,Conduite,Conduite par une personne non déclarée au contrat. Voir article 39 des CG.,Business
EX00955,Transport de matières dangereuses non autorisé,Usage,Transport de matières dangereuses non autorisé. Voir article 8 des CG.,Eco
EX00956,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 34 des CG.,Business
EX00957,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 20 des CG.,Gold+
EX00958,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 13 des CG.,Silver+
EX00959,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 18 des CG.,Business
EX00960,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 15 des CG.,Business
EX00961,Usage du véhicule en compétition ou sur circuit,Conduite,Usage du véhicule en compétition ou sur circuit. Voir article 9 des CG.,Gold+
EX00962,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 15 des CG.,Premium
EX00963,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 25 des CG.,Eco
EX00964,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 19 des CG.,Premium
EX00965,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 24 des CG.,Gold
EX00966,Dommages intentionnels causés par l'assuré,Territorial,Dommages intentionnels causés par l'assuré. Voir article 42 des CG.,Bronze
EX00967,Sinistre survenu pendant une période de suspension,Conduite,Sinistre survenu pendant une période de suspension. Voir article 9 des CG.,Gold
EX00968,Modification non déclarée du véhicule,Territorial,Modification non déclarée du véhicule. Voir article 27 des CG.,Gold
EX00969,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 31 des CG.,Business
EX00970,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 8 des CG.,Premium
EX00971,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 15 des CG.,Bronze
EX00972,Dommages survenus hors territoire marocain non couvert,Usage,Dommages survenus hors territoire marocain non couvert. Voir article 13 des CG.,Tous
EX00973,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 30 des CG.,Gold
EX00974,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 29 des CG.,Business
EX00975,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 20 des CG.,Silver
EX00976,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 31 des CG.,Silver+
EX00977,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 29 des CG.,Gold
EX00978,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 5 des CG.,Business
EX00979,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 40 des CG.,Bronze
EX00980,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 41 des CG.,Gold
EX00981,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 22 des CG.,Premium
EX00982,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 26 des CG.,Business
EX00983,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 3 des CG.,Eco
EX00984,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 16 des CG.,VIP
EX00985,Transport de matières dangereuses non autorisé,Conduite,Transport de matières dangereuses non autorisé. Voir article 31 des CG.,Silver
EX00986,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 29 des CG.,Premium
EX00987,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 43 des CG.,Silver
EX00988,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 10 des CG.,Tous
EX00989,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 32 des CG.,Gold+
EX00990,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 42 des CG.,Bronze
EX00991,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 28 des CG.,Bronze
EX00992,Dommages survenus hors territoire marocain non couvert,Usage,Dommages survenus hors territoire marocain non couvert. Voir article 6 des CG.,Silver+
EX00993,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 9 des CG.,Gold
EX00994,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 36 des CG.,Tous
EX00995,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 22 des CG.,Gold
EX00996,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 16 des CG.,Premium
EX00997,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 10 des CG.,Eco+
EX00998,Modification non déclarée du véhicule,Territorial,Modification non déclarée du véhicule. Voir article 15 des CG.,Tous
EX00999,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 31 des CG.,Tous
EX01000,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 32 des CG.,Business
EX01001,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 41 des CG.,Premium
EX01002,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 39 des CG.,Tous
EX01003,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 35 des CG.,Silver+
EX01004,Conduite par une personne non déclarée au contrat,Conduite,Conduite par une personne non déclarée au contrat. Voir article 19 des CG.,Business
EX01005,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 4 des CG.,Gold
EX01006,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 44 des CG.,Premium
EX01007,Sinistre survenu pendant une période de suspension,Conduite,Sinistre survenu pendant une période de suspension. Voir article 23 des CG.,Premium
EX01008,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 14 des CG.,Business
EX01009,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 27 des CG.,VIP
EX01010,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 44 des CG.,Silver
EX01011,Usage du véhicule en compétition ou sur circuit,Usage,Usage du véhicule en compétition ou sur circuit. Voir article 44 des CG.,Eco+
EX01012,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 45 des CG.,Business
EX01013,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 11 des CG.,Eco+
EX01014,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 38 des CG.,Silver+
EX01015,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 21 des CG.,Bronze
EX01016,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 11 des CG.,Gold+
EX01017,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 8 des CG.,Silver+
EX01018,Modification non déclarée du véhicule,Territorial,Modification non déclarée du véhicule. Voir article 3 des CG.,Gold
EX01019,Dépassement de la limite kilométrique contractuelle,Administratif,Dépassement de la limite kilométrique contractuelle. Voir article 39 des CG.,Gold+
EX01020,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 21 des CG.,Silver
