ClientID,Pack1,Score1,Pack2,Score2,Pack3,Score3,PrixEstime,Justification
CL000150,Business,57.4,VIP,55.0,Gold,54.9,27197.0,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000151,Premium,69.0,VIP,68.7,Business,67.4,24479.46,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000152,Eco+,87.6,Eco,82.3,Bronze,70.7,3610.45,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000153,Gold,74.0,Silver+,72.3,Eco+,66.6,6870.91,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000154,Business,81.4,VIP,81.3,Premium,80.2,37212.33,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000155,Gold+,59.9,Business,58.4,Premium,57.9,23513.89,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000156,Business,67.3,Premium,67.2,Eco,66.4,17686.85,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000157,Silver+,87.6,Premium,87.1,Gold,85.3,5541.1,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000158,Business,96.9,Premium,94.4,Gold,94.3,17839.9,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000159,Gold+,88.8,Gold,86.7,Silver+,76.2,13810.78,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000160,Eco,50.2,Gold+,45.7,Silver,45.3,7357.74,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000161,Premium,66.0,Business,66.0,Eco+,64.7,25494.07,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000162,Business,44.9,Premium,44.5,VIP,44.0,28651.67,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000163,Eco,74.6,Gold+,73.8,Silver,73.7,2175.58,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000164,Bronze,96.7,Eco,92.4,Eco+,92.4,5450.13,Le conducteur roule beaucoup. Le pack Bronze est recommandé en priorité.
CL000165,Eco,62.1,Eco+,47.5,Silver+,42.8,4192.48,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000166,Eco+,66.2,Eco,65.1,Bronze,64.8,6553.7,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000167,Business,87.9,Premium,87.3,VIP,86.0,23730.23,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000168,Premium,67.9,VIP,67.2,Business,66.8,29419.25,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000169,Gold,88.9,Premium,87.2,Gold+,85.6,23576.01,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000170,Eco,86.0,Eco+,85.8,Bronze,85.4,3659.04,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000171,VIP,66.6,Silver,65.9,Gold,65.8,9819.88,Le pack VIP est recommandé en priorité.
CL000172,Eco,64.7,VIP,53.1,Gold+,51.9,7376.36,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Eco est recommandé en priorité.
CL000173,Eco,85.5,Eco+,84.5,Bronze,83.7,2811.23,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000174,Eco,73.9,Eco+,59.3,Silver,52.1,7046.09,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000175,Bronze,76.1,Eco,74.7,Eco+,73.3,6171.74,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000176,Eco,67.5,Bronze,65.8,Eco+,65.6,3554.55,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000177,Eco+,51.8,Eco,51.0,Silver+,32.7,10341.77,Le pack Eco+ est recommandé en priorité.
CL000178,Gold,54.9,Gold+,54.7,Premium,54.1,19785.43,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000179,Eco,65.4,Bronze,64.6,Eco+,63.0,3008.32,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000180,Bronze,97.0,Eco+,93.4,Eco,93.0,8786.25,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000181,Silver+,43.0,Premium,42.4,VIP,42.4,8469.16,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000182,Gold,85.2,Bronze,77.2,Silver,77.0,24130.44,Le conducteur roule beaucoup. Le pack Gold est recommandé en priorité.
CL000183,Gold,73.8,Premium,73.3,VIP,72.9,31178.45,L'historique de sinistres nécessite une couverture renforcée. Le pack Gold est recommandé en priorité.
CL000184,Premium,99.0,Business,99.0,VIP,86.9,7149.57,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000185,Bronze,66.1,Eco+,65.1,Eco,63.8,6298.32,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000186,Gold+,84.3,Premium,83.3,Gold,82.0,55408.1,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000187,Eco+,67.5,Eco,62.3,Business,57.4,6916.16,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000188,Premium,82.7,Business,80.1,VIP,80.1,32901.84,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000189,Gold+,99.0,Premium,99.0,Business,99.0,78020.59,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000190,Gold+,72.8,Gold,71.7,Silver+,67.0,14728.62,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Gold+ est recommandé en priorité.
CL000191,Gold+,99.0,Premium,99.0,Business,99.0,36759.6,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol.
CL000192,Gold+,46.8,VIP,46.4,Gold,45.7,17968.23,Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000193,Eco+,86.3,Bronze,85.2,Eco,83.7,3101.47,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000194,Eco,97.2,Bronze,96.6,Eco+,96.0,6969.83,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000195,Eco+,31.5,Premium,30.7,VIP,29.2,5494.01,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000196,Gold+,87.7,Business,84.5,VIP,82.5,13072.28,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol.
CL000197,Eco+,77.8,Bronze,73.3,Eco,72.0,5858.75,La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000198,Premium,83.5,Business,82.3,VIP,81.8,26003.85,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000199,Premium,77.3,Business,76.0,VIP,74.4,20950.14,Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000200,Premium,77.5,Gold,76.6,Gold+,76.1,14653.62,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000201,Gold+,99.0,Premium,99.0,Business,99.0,34152.19,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000202,Business,87.6,Gold+,86.1,VIP,86.1,42106.22,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000203,Business,82.8,Premium,82.6,VIP,82.6,15651.01,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000204,Gold+,99.0,Premium,99.0,Business,99.0,32413.53,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000205,Eco,68.3,VIP,64.5,Business,63.2,6740.25,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000206,Premium,67.9,Eco,66.9,Business,66.2,21159.33,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000207,Eco+,66.9,Bronze,65.4,Eco,64.0,4608.02,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000208,Bronze,77.5,Eco+,75.3,Eco,74.8,16030.63,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Bronze est recommandé en priorité.
CL000209,VIP,90.6,Business,90.3,Premium,88.8,47384.45,La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000210,Bronze,75.4,Eco+,74.3,Eco,73.5,5045.34,Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000211,Eco,72.5,Gold,69.9,Premium,68.9,6364.57,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000212,Premium,77.7,VIP,77.7,Bronze,77.6,8859.64,Le bonus est excellent. Le pack Premium est recommandé en priorité.
CL000213,Business,89.5,Premium,85.1,VIP,85.1,50199.02,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000214,Gold,88.9,Eco,86.3,Gold+,84.5,13830.52,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000215,Gold+,69.1,Premium,67.4,VIP,66.0,25101.66,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000216,Gold+,98.9,Business,97.0,Premium,96.3,26764.78,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000217,Premium,83.5,Gold+,82.4,VIP,82.3,46566.48,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000218,Gold,99.0,Gold+,99.0,Premium,99.0,31298.52,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Gold est recommandé en priorité.
