FAQID,Question,Categorie,Reponse,Tags,Priorite
FAQ00136,Le vol est-il couvert ? (variante 136),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00136.","Garanties,assurance auto,Maroc",5
FAQ00137,Quels documents pour souscrire ? (variante 137),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00137.","Souscription,assurance auto,Maroc",2
FAQ00138,Puis-je payer mensuellement ? (variante 138),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00138.","Paiement,assurance auto,Maroc",4
FAQ00139,Comment contester un refus d'indemnisation ? (variante 139),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00139.,"Réclamations,assurance auto,Maroc",2
FAQ00140,Comment déclarer un sinistre ? (variante 140),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00140.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00141,Quel est le délai de déclaration d'un sinistre ? (variante 141),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00141.","Délais,assurance auto,Maroc",4
FAQ00142,Comment fonctionne le bonus-malus ? (variante 142),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00142.","Bonus Malus,assurance auto,Maroc",1
FAQ00143,Puis-je assurer une voiture neuve ? (variante 143),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00143.","Souscription,assurance auto,Maroc",4
FAQ00144,Quelle franchise choisir ? (variante 144),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00144.,"Franchise,assurance auto,Maroc",2
FAQ00145,Comment résilier mon contrat ? (variante 145),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00145.,"Résiliation,assurance auto,Maroc",4
FAQ00146,Le vol est-il couvert ? (variante 146),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00146.","Garanties,assurance auto,Maroc",1
FAQ00147,Quels documents pour souscrire ? (variante 147),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00147.","Souscription,assurance auto,Maroc",4
FAQ00148,Puis-je payer mensuellement ? (variante 148),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00148.","Paiement,assurance auto,Maroc",4
FAQ00149,Comment contester un refus d'indemnisation ? (variante 149),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00149.,"Réclamations,assurance auto,Maroc",4
FAQ00150,Comment déclarer un sinistre ? (variante 150),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00150.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00151,Quel est le délai de déclaration d'un sinistre ? (variante 151),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00151.","Délais,assurance auto,Maroc",3
FAQ00152,Comment fonctionne le bonus-malus ? (variante 152),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00152.","Bonus Malus,assurance auto,Maroc",3
FAQ00153,Puis-je assurer une voiture neuve ? (variante 153),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00153.","Souscription,assurance auto,Maroc",5
FAQ00154,Quelle franchise choisir ? (variante 154),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00154.,"Franchise,assurance auto,Maroc",4
FAQ00155,Comment résilier mon contrat ? (variante 155),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00155.,"Résiliation,assurance auto,Maroc",4
FAQ00156,Le vol est-il couvert ? (variante 156),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00156.","Garanties,assurance auto,Maroc",3
FAQ00157,Quels documents pour souscrire ? (variante 157),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00157.","Souscription,assurance auto,Maroc",4
FAQ00158,Puis-je payer mensuellement ? (variante 158),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00158.","Paiement,assurance auto,Maroc",4
FAQ00159,Comment contester un refus d'indemnisation ? (variante 159),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00159.,"Réclamations,assurance auto,Maroc",4
FAQ00160,Comment déclarer un sinistre ? (variante 160),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00160.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00161,Quel est le délai de déclaration d'un sinistre ? (variante 161),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00161.","Délais,assurance auto,Maroc",1
FAQ00162,Comment fonctionne le bonus-malus ? (variante 162),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00162.","Bonus Malus,assurance auto,Maroc",5
FAQ00163,Puis-je assurer une voiture neuve ? (variante 163),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00163.","Souscription,assurance auto,Maroc",1
FAQ00164,Quelle franchise choisir ? (variante 164),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00164.,"Franchise,assurance auto,Maroc",2
FAQ00165,Comment résilier mon contrat ? (variante 165),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00165.,"Résiliation,assurance auto,Maroc",5
FAQ00166,Le vol est-il couvert ? (variante 166),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00166.","Garanties,assurance auto,Maroc",5
FAQ00167,Quels documents pour souscrire ? (variante 167),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00167.","Souscription,assurance auto,Maroc",5
FAQ00168,Puis-je payer mensuellement ? (variante 168),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00168.","Paiement,assurance auto,Maroc",4
FAQ00169,Comment contester un refus d'indemnisation ? (variante 169),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00169.,"Réclamations,assurance auto,Maroc",4
FAQ00170,Comment déclarer un sinistre ? (variante 170),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00170.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00171,Quel est le délai de déclaration d'un sinistre ? (variante 171),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00171.","Délais,assurance auto,Maroc",3
FAQ00172,Comment fonctionne le bonus-malus ? (variante 172),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00172.","Bonus Malus,assurance auto,Maroc",2
FAQ00173,Puis-je assurer une voiture neuve ? (variante 173),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00173.","Souscription,assurance auto,Maroc",4
FAQ00174,Quelle franchise choisir ? (variante 174),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00174.,"Franchise,assurance auto,Maroc",5
FAQ00175,Comment résilier mon contrat ? (variante 175),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00175.,"Résiliation,assurance auto,Maroc",3
FAQ00176,Le vol est-il couvert ? (variante 176),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00176.","Garanties,assurance auto,Maroc",4
FAQ00177,Quels documents pour souscrire ? (variante 177),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00177.","Souscription,assurance auto,Maroc",4
FAQ00178,Puis-je payer mensuellement ? (variante 178),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00178.","Paiement,assurance auto,Maroc",3
FAQ00179,Comment contester un refus d'indemnisation ? (variante 179),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00179.,"Réclamations,assurance auto,Maroc",4
FAQ00180,Comment déclarer un sinistre ? (variante 180),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00180.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00181,Quel est le délai de déclaration d'un sinistre ? (variante 181),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00181.","Délais,assurance auto,Maroc",3
FAQ00182,Comment fonctionne le bonus-malus ? (variante 182),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00182.","Bonus Malus,assurance auto,Maroc",3
FAQ00183,Puis-je assurer une voiture neuve ? (variante 183),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00183.","Souscription,assurance auto,Maroc",3
FAQ00184,Quelle franchise choisir ? (variante 184),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00184.,"Franchise,assurance auto,Maroc",4
FAQ00185,Comment résilier mon contrat ? (variante 185),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00185.,"Résiliation,assurance auto,Maroc",4
FAQ00186,Le vol est-il couvert ? (variante 186),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00186.","Garanties,assurance auto,Maroc",5
FAQ00187,Quels documents pour souscrire ? (variante 187),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00187.","Souscription,assurance auto,Maroc",2
FAQ00188,Puis-je payer mensuellement ? (variante 188),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00188.","Paiement,assurance auto,Maroc",1
FAQ00189,Comment contester un refus d'indemnisation ? (variante 189),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00189.,"Réclamations,assurance auto,Maroc",3
FAQ00190,Comment déclarer un sinistre ? (variante 190),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00190.,"Déclaration sinistre,assurance auto,Maroc",1
FAQ00191,Quel est le délai de déclaration d'un sinistre ? (variante 191),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00191.","Délais,assurance auto,Maroc",2
FAQ00192,Comment fonctionne le bonus-malus ? (variante 192),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00192.","Bonus Malus,assurance auto,Maroc",1
FAQ00193,Puis-je assurer une voiture neuve ? (variante 193),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00193.","Souscription,assurance auto,Maroc",2
FAQ00194,Quelle franchise choisir ? (variante 194),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00194.,"Franchise,assurance auto,Maroc",1
FAQ00195,Comment résilier mon contrat ? (variante 195),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00195.,"Résiliation,assurance auto,Maroc",5
FAQ00196,Le vol est-il couvert ? (variante 196),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00196.","Garanties,assurance auto,Maroc",4
FAQ00197,Quels documents pour souscrire ? (variante 197),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00197.","Souscription,assurance auto,Maroc",1
FAQ00198,Puis-je payer mensuellement ? (variante 198),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00198.","Paiement,assurance auto,Maroc",1
FAQ00199,Comment contester un refus d'indemnisation ? (variante 199),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00199.,"Réclamations,assurance auto,Maroc",4
FAQ00200,Comment déclarer un sinistre ? (variante 200),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00200.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00201,Quel est le délai de déclaration d'un sinistre ? (variante 201),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00201.","Délais,assurance auto,Maroc",2
FAQ00202,Comment fonctionne le bonus-malus ? (variante 202),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00202.","Bonus Malus,assurance auto,Maroc",3
FAQ00203,Puis-je assurer une voiture neuve ? (variante 203),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00203.","Souscription,assurance auto,Maroc",1
FAQ00204,Quelle franchise choisir ? (variante 204),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00204.,"Franchise,assurance auto,Maroc",2
FAQ00205,Comment résilier mon contrat ? (variante 205),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00205.,"Résiliation,assurance auto,Maroc",2
FAQ00206,Le vol est-il couvert ? (variante 206),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00206.","Garanties,assurance auto,Maroc",3
FAQ00207,Quels documents pour souscrire ? (variante 207),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00207.","Souscription,assurance auto,Maroc",5
FAQ00208,Puis-je payer mensuellement ? (variante 208),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00208.","Paiement,assurance auto,Maroc",2
FAQ00209,Comment contester un refus d'indemnisation ? (variante 209),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00209.,"Réclamations,assurance auto,Maroc",4
FAQ00210,Comment déclarer un sinistre ? (variante 210),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00210.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00211,Quel est le délai de déclaration d'un sinistre ? (variante 211),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00211.","Délais,assurance auto,Maroc",5
