ContractID,ClientID,VehicleID,Pack,DateSouscription,DateExpiration,PrimeAnnuelle,PrimeMensuelle,Statut,Franchise,Paiement,Reduction,Taxes,MontantFinal
CT000785,CL000162,VH000162,VIP,2021-02-14,2022-02-14,32057.46,2671.45,Suspendu,500,Trimestriel,-480.86,4555.36,37093.68
CT000786,CL000163,VH000163,Eco,2018-02-17,2019-02-17,2073.23,172.77,Résilié,3000,Semestriel,164.82,267.18,2175.59
CT000787,CL000163,VH000163,Premium,2025-01-13,2026-01-13,7256.29,604.69,Actif,800,Mensuel,576.88,935.12,7614.53
CT000788,CL000163,VH000163,Eco,2021-10-22,2022-10-22,2073.23,172.77,Résilié,3000,Annuel,164.82,267.18,2175.59
CT000789,CL000163,VH000163,Silver+,2021-06-15,2022-06-15,4812.85,401.07,Expiré,1500,Trimestriel,382.62,620.23,5050.46
CT000790,CL000163,VH000163,VIP,2024-11-07,2025-11-07,10736.35,894.7,Actif,500,Semestriel,853.54,1383.59,11266.4
CT000791,CL000164,VH000164,Gold,2020-03-23,2021-03-23,8958.64,746.55,Résilié,1200,Mensuel,671.9,1160.14,9446.88
CT000792,CL000164,VH000164,Gold,2025-01-03,2026-01-03,8958.64,746.55,Actif,1200,Annuel,671.9,1160.14,9446.88
CT000793,CL000164,VH000164,Premium,2021-07-10,2022-07-10,11255.73,937.98,Résilié,800,Semestriel,844.18,1457.62,11869.17
CT000794,CL000164,VH000164,Gold+,2018-11-23,2019-11-23,9762.62,813.55,Suspendu,1000,Semestriel,732.2,1264.26,10294.68
CT000795,CL000164,VH000164,Eco+,2019-02-01,2020-02-01,3675.34,306.28,Résilié,2500,Mensuel,275.65,475.96,3875.65
CT000796,CL000165,VH000165,Premium,2024-07-02,2025-07-02,15125.29,1260.44,Résilié,800,Trimestriel,2253.67,1802.03,14673.65
CT000797,CL000165,VH000165,VIP,2022-01-27,2023-01-27,22379.25,1864.94,Actif,500,Trimestriel,3334.51,2666.26,21711.0
CT000798,CL000165,VH000165,Business,2024-05-15,2025-05-15,17286.04,1440.5,Suspendu,600,Annuel,2575.62,2059.46,16769.88
CT000799,CL000165,VH000165,Eco,2023-09-02,2024-09-01,4321.51,360.13,Résilié,3000,Semestriel,643.9,514.87,4192.48
CT000800,CL000165,VH000165,VIP,2021-08-02,2022-08-02,22379.25,1864.94,Expiré,500,Mensuel,3334.51,2666.26,21711.0
CT000801,CL000165,VH000165,Eco+,2023-05-12,2024-05-11,4938.87,411.57,Expiré,2500,Annuel,735.89,588.42,4791.4
CT000802,CL000165,VH000165,Gold+,2018-05-17,2019-05-17,13118.87,1093.24,Actif,1000,Trimestriel,1954.71,1562.98,12727.14
CT000803,CL000166,VH000166,Silver+,2022-01-16,2023-01-16,12569.83,1047.49,Expiré,1500,Trimestriel,892.46,1634.83,13312.2
CT000804,CL000166,VH000166,Silver+,2018-09-29,2019-09-29,12569.83,1047.49,Actif,1500,Trimestriel,892.46,1634.83,13312.2
CT000805,CL000166,VH000166,VIP,2019-01-26,2020-01-26,28040.39,2336.7,Expiré,500,Semestriel,1990.87,3646.93,29696.45
CT000806,CL000166,VH000166,Premium,2024-10-07,2025-10-07,18951.43,1579.29,Actif,800,Semestriel,1345.55,2464.82,20070.7
CT000807,CL000167,VH000167,Business,2025-01-04,2026-01-04,23064.81,1922.07,Actif,600,Annuel,2248.82,2914.24,23730.23
CT000808,CL000168,VH000168,Silver+,2023-07-15,2024-07-14,18976.13,1581.34,Résilié,1500,Annuel,1859.66,2396.31,19512.78
CT000809,CL000168,VH000168,Eco,2024-03-28,2025-03-28,8174.33,681.19,Suspendu,3000,Annuel,801.08,1032.26,8405.51
CT000810,CL000168,VH000168,Gold,2019-03-17,2020-03-16,22771.35,1897.61,Résilié,1200,Mensuel,2231.59,2875.57,23415.33
CT000811,CL000168,VH000168,VIP,2022-06-16,2023-06-16,42331.36,3527.61,Actif,500,Mensuel,4148.47,5345.6,43528.49
CT000812,CL000169,VH000169,Eco+,2020-08-08,2021-08-08,8570.1,714.18,Expiré,2500,Annuel,85.7,1187.82,9672.22
CT000813,CL000169,VH000169,Silver+,2022-09-24,2023-09-24,17408.01,1450.67,Expiré,1500,Annuel,174.08,2412.75,19646.68
CT000814,CL000169,VH000169,Gold,2024-01-10,2025-01-09,20889.61,1740.8,Résilié,1200,Semestriel,208.9,2895.3,23576.01
CT000815,CL000169,VH000169,Silver+,2023-06-26,2024-06-25,17408.01,1450.67,Expiré,1500,Semestriel,174.08,2412.75,19646.68
CT000816,CL000169,VH000169,Eco,2019-03-07,2020-03-06,7498.84,624.9,Résilié,3000,Trimestriel,74.99,1039.34,8463.19
CT000817,CL000169,VH000169,Gold,2021-05-06,2022-05-06,20889.61,1740.8,Suspendu,1200,Semestriel,208.9,2895.3,23576.01
CT000818,CL000170,VH000170,Gold,2024-02-04,2025-02-03,9036.15,753.01,Suspendu,1200,Semestriel,94.88,1251.78,10193.05
CT000819,CL000170,VH000170,Gold+,2020-04-25,2021-04-25,9847.09,820.59,Actif,1000,Trimestriel,103.39,1364.12,11107.82
CT000820,CL000171,VH000171,Gold+,2019-12-01,2020-11-30,5686.42,473.87,Expiré,1000,Semestriel,636.88,706.94,5756.48
CT000821,CL000171,VH000171,Business,2018-05-11,2019-05-11,7492.7,624.39,Résilié,600,Semestriel,839.18,931.49,7585.01
CT000822,CL000171,VH000171,Silver+,2021-12-13,2022-12-13,4348.44,362.37,Suspendu,1500,Semestriel,487.03,540.6,4402.01
CT000823,CL000171,VH000171,Gold,2018-06-03,2019-06-03,5218.13,434.84,Expiré,1200,Mensuel,584.43,648.72,5282.42
CT000824,CL000171,VH000171,Silver+,2019-08-15,2020-08-14,4348.44,362.37,Expiré,1500,Mensuel,487.03,540.6,4402.01
CT000825,CL000171,VH000171,Bronze,2019-02-15,2020-02-15,3010.46,250.87,Suspendu,2000,Mensuel,337.17,374.26,3047.55
CT000826,CL000171,VH000171,Silver,2020-07-22,2021-07-22,3880.15,323.35,Résilié,1800,Mensuel,434.58,482.38,3927.95
CT000827,CL000172,VH000172,Eco+,2019-05-29,2020-05-28,7990.11,665.84,Suspendu,2500,Semestriel,595.26,1035.28,8430.13
CT000828,CL000172,VH000172,Silver+,2024-09-18,2025-09-18,16229.92,1352.49,Expiré,1500,Annuel,1209.13,2102.91,17123.7
CT000829,CL000172,VH000172,Silver+,2019-07-20,2020-07-19,16229.92,1352.49,Actif,1500,Trimestriel,1209.13,2102.91,17123.7
CT000830,CL000172,VH000172,VIP,2021-11-19,2022-11-19,36205.2,3017.1,Résilié,500,Semestriel,2697.29,4691.11,38199.02
CT000831,CL000172,VH000172,Silver,2022-10-07,2023-10-07,14482.08,1206.84,Actif,1800,Mensuel,1078.91,1876.44,15279.61
CT000832,CL000172,VH000172,Premium,2022-07-15,2023-07-15,24469.72,2039.14,Suspendu,800,Semestriel,1822.99,3170.54,25817.27
CT000833,CL000172,VH000172,Silver+,2025-03-15,2026-03-15,16229.92,1352.49,Actif,1500,Annuel,1209.13,2102.91,17123.7
CT000834,CL000173,VH000173,Silver+,2022-02-09,2023-02-09,6364.23,530.35,Expiré,1500,Semestriel,639.61,801.45,6526.07
CT000835,CL000173,VH000173,Silver,2022-05-31,2023-05-31,5678.85,473.24,Résilié,1800,Trimestriel,570.72,715.14,5823.27
CT000836,CL000174,VH000174,Premium,2025-04-07,2026-04-07,23785.29,1982.11,Suspendu,800,Semestriel,2152.57,3028.58,24661.3
CT000837,CL000174,VH000174,Premium,2020-12-07,2021-12-07,23785.29,1982.11,Expiré,800,Mensuel,2152.57,3028.58,24661.3
CT000838,CL000175,VH000175,Eco+,2022-05-20,2023-05-20,3857.53,321.46,Actif,2500,Trimestriel,7.72,538.97,4388.78
CT000839,CL000175,VH000175,VIP,2020-07-12,2021-07-12,17479.44,1456.62,Expiré,500,Trimestriel,34.96,2442.23,19886.71
CT000840,CL000175,VH000175,Eco+,2023-08-27,2024-08-26,3857.53,321.46,Suspendu,2500,Annuel,7.72,538.97,4388.78
CT000841,CL000176,VH000176,Eco+,2021-11-02,2022-11-02,3713.87,309.49,Expiré,2500,Semestriel,150.41,498.88,4062.34
CT000842,CL000176,VH000176,Silver,2022-04-13,2023-04-13,6731.4,560.95,Actif,1800,Semestriel,272.62,904.23,7363.01
CT000843,CL000176,VH000176,Silver+,2020-04-19,2021-04-19,7543.81,628.65,Résilié,1500,Semestriel,305.52,1013.36,8251.65
CT000844,CL000176,VH000176,Eco+,2021-12-02,2022-12-02,3713.87,309.49,Actif,2500,Trimestriel,150.41,498.88,4062.34
CT000845,CL000177,VH000177,Silver,2019-05-23,2020-05-22,16360.72,1363.39,Suspendu,1800,Trimestriel,-81.8,2301.95,18744.47
CT000846,CL000177,VH000177,Gold+,2021-08-25,2022-08-25,23976.91,1998.08,Actif,1000,Semestriel,-119.88,3373.55,27470.34
CT000847,CL000177,VH000177,Silver+,2024-08-10,2025-08-10,18335.28,1527.94,Suspendu,1500,Semestriel,-91.68,2579.77,21006.73
CT000848,CL000177,VH000177,Silver,2023-12-10,2024-12-09,16360.72,1363.39,Suspendu,1800,Trimestriel,-81.8,2301.95,18744.47
CT000849,CL000177,VH000177,VIP,2019-08-19,2020-08-18,40901.79,3408.48,Expiré,500,Trimestriel,-204.51,5754.88,46861.18
CT000850,CL000178,VH000178,Gold+,2021-10-01,2022-10-01,19908.63,1659.05,Résilié,1000,Mensuel,995.43,2647.85,21561.05
CT000851,CL000178,VH000178,Silver+,2024-04-02,2025-04-02,15224.24,1268.69,Suspendu,1500,Semestriel,761.21,2024.82,16487.85
CT000852,CL000178,VH000178,Bronze,2020-06-19,2021-06-19,10539.86,878.32,Suspendu,2000,Annuel,526.99,1401.8,11414.67
CT000853,CL000178,VH000178,Silver+,2018-07-07,2019-07-07,15224.24,1268.69,Expiré,1500,Trimestriel,761.21,2024.82,16487.85
CT000854,CL000178,VH000178,Gold+,2019-01-29,2020-01-29,19908.63,1659.05,Résilié,1000,Mensuel,995.43,2647.85,21561.05
CT000855,CL000179,VH000179,Eco+,2024-03-15,2025-03-15,3496.65,291.39,Résilié,2500,Annuel,480.79,422.22,3438.08
CT000856,CL000179,VH000179,Bronze,2023-08-16,2024-08-15,4917.16,409.76,Résilié,2000,Semestriel,676.11,593.75,4834.8
CT000857,CL000179,VH000179,Gold,2020-07-16,2021-07-16,8523.08,710.26,Résilié,1200,Trimestriel,1171.92,1029.16,8380.32
CT000858,CL000179,VH000179,Gold,2022-12-04,2023-12-04,8523.08,710.26,Actif,1200,Mensuel,1171.92,1029.16,8380.32
CT000859,CL000179,VH000179,Silver,2021-08-07,2022-08-07,6337.67,528.14,Suspendu,1800,Annuel,871.43,765.27,6231.51
CT000860,CL000179,VH000179,Gold,2024-03-10,2025-03-10,8523.08,710.26,Suspendu,1200,Mensuel,1171.92,1029.16,8380.32
CT000861,CL000179,VH000179,Gold,2020-12-07,2021-12-07,8523.08,710.26,Actif,1200,Mensuel,1171.92,1029.16,8380.32
CT000862,CL000180,VH000180,Business,2025-05-22,2026-05-22,19220.91,1601.74,Actif,600,Semestriel,38.44,2685.55,21868.02
CT000863,CL000180,VH000180,Silver+,2024-11-23,2025-11-23,11154.99,929.58,Résilié,1500,Annuel,22.31,1558.58,12691.26
CT000864,CL000180,VH000180,Eco,2022-01-08,2023-01-08,4805.23,400.44,Actif,3000,Trimestriel,9.61,671.39,5467.01
CT000865,CL000181,VH000181,Premium,2020-12-31,2021-12-31,12095.88,1007.99,Suspendu,800,Annuel,895.1,1568.11,12768.89
CT000866,CL000181,VH000181,VIP,2021-02-24,2022-02-24,17896.96,1491.41,Actif,500,Semestriel,1324.38,2320.16,18892.74
CT000867,CL000181,VH000181,Silver,2019-02-03,2020-02-03,7158.78,596.56,Actif,1800,Semestriel,529.75,928.06,7557.09
CT000868,CL000181,VH000181,Silver,2019-03-24,2020-03-23,7158.78,596.56,Résilié,1800,Mensuel,529.75,928.06,7557.09
CT000869,CL000181,VH000181,Gold,2018-08-20,2019-08-20,9627.33,802.28,Suspendu,1200,Mensuel,712.42,1248.09,10163.0
CT000870,CL000181,VH000181,Gold,2023-01-31,2024-01-31,9627.33,802.28,Suspendu,1200,Annuel,712.42,1248.09,10163.0
CT000871,CL000182,VH000182,Business,2025-03-14,2026-03-14,30317.92,2526.49,Résilié,600,Mensuel,-75.79,4255.12,34648.83
CT000872,CL000182,VH000182,Gold+,2022-09-26,2023-09-26,23009.13,1917.43,Actif,1000,Semestriel,-57.52,3229.33,26295.98
CT000873,CL000182,VH000182,Silver,2020-12-26,2021-12-26,15700.35,1308.36,Expiré,1800,Semestriel,-39.25,2203.54,17943.14
CT000874,CL000182,VH000182,Bronze,2021-08-09,2022-08-09,12181.31,1015.11,Actif,2000,Annuel,-30.45,1709.65,13921.41
CT000875,CL000182,VH000182,Gold,2021-11-11,2022-11-11,21114.26,1759.52,Actif,1200,Semestriel,-52.79,2963.39,24130.44
CT000876,CL000183,VH000183,Eco,2025-01-10,2026-01-10,11068.52,922.38,Suspendu,3000,Mensuel,1250.74,1374.49,11192.27
CT000877,CL000183,VH000183,VIP,2024-08-25,2025-08-25,57319.1,4776.59,Actif,500,Trimestriel,6477.06,7117.89,57959.93
CT000878,CL000183,VH000183,Premium,2024-08-01,2025-08-01,38739.81,3228.32,Actif,800,Trimestriel,4377.6,4810.71,39172.92
CT000879,CL000183,VH000183,Premium,2022-11-15,2023-11-15,38739.81,3228.32,Suspendu,800,Annuel,4377.6,4810.71,39172.92
CT000880,CL000183,VH000183,Business,2019-05-26,2020-05-25,44274.07,3689.51,Suspendu,600,Mensuel,5002.97,5497.95,44769.05
CT000881,CL000183,VH000183,Eco,2020-05-17,2021-05-17,11068.52,922.38,Actif,3000,Semestriel,1250.74,1374.49,11192.27
CT000882,CL000184,VH000184,Gold,2018-09-02,2019-09-02,5872.52,489.38,Suspendu,1200,Mensuel,880.88,698.83,5690.47
CT000883,CL000184,VH000184,VIP,2021-07-21,2022-07-21,10916.87,909.74,Actif,500,Annuel,1637.53,1299.11,10578.45
CT000884,CL000184,VH000184,Eco,2021-10-04,2022-10-04,2108.08,175.67,Résilié,3000,Semestriel,316.21,250.86,2042.73
CT000885,CL000184,VH000184,Gold,2019-05-26,2020-05-25,5872.52,489.38,Actif,1200,Trimestriel,880.88,698.83,5690.47
CT000886,CL000185,VH000185,Gold+,2025-04-20,2026-04-20,10876.31,906.36,Résilié,1000,Mensuel,440.49,1461.01,11896.83
CT000887,CL000185,VH000185,VIP,2019-03-19,2020-03-18,18553.7,1546.14,Résilié,500,Trimestriel,751.42,2492.32,20294.6
CT000888,CL000185,VH000185,Eco+,2023-04-06,2024-04-05,4094.61,341.22,Résilié,2500,Mensuel,165.83,550.03,4478.81
CT000889,CL000185,VH000185,Eco,2020-07-07,2021-07-07,3582.78,298.56,Actif,3000,Annuel,145.1,481.28,3918.96
CT000890,CL000185,VH000185,Eco,2025-02-04,2026-02-04,3582.78,298.56,Actif,3000,Mensuel,145.1,481.28,3918.96
CT000891,CL000186,VH000186,Bronze,2021-02-04,2022-02-04,26337.07,2194.76,Actif,2000,Semestriel,605.75,3602.38,29333.7
CT000892,CL000187,VH000187,Silver+,2024-09-12,2025-09-12,12684.72,1057.06,Expiré,1500,Trimestriel,361.51,1725.25,14048.46
CT000893,CL000187,VH000187,Eco,2018-05-22,2019-05-22,5464.19,455.35,Actif,3000,Annuel,155.73,743.18,6051.64
CT000894,CL000188,VH000188,Eco+,2021-01-16,2022-01-16,9842.39,820.2,Suspendu,2500,Semestriel,418.3,1319.37,10743.46
CT000895,CL000188,VH000188,Gold+,2022-05-09,2023-05-09,26143.84,2178.65,Suspendu,1000,Annuel,1111.11,3504.58,28537.31
CT000896,CL000188,VH000188,Business,2019-06-24,2020-06-23,34448.36,2870.7,Expiré,600,Mensuel,1464.06,4617.8,37602.1
CT000897,CL000188,VH000188,Silver,2018-06-20,2019-06-20,17839.33,1486.61,Expiré,1800,Mensuel,758.17,2391.36,19472.52
CT000898,CL000189,VH000189,Premium,2018-06-15,2019-06-15,83102.97,6925.25,Expiré,800,Semestriel,4196.7,11046.88,89953.15
CT000899,CL000189,VH000189,Gold,2025-04-05,2026-04-05,66143.18,5511.93,Expiré,1200,Semestriel,3340.23,8792.41,71595.36
CT000900,CL000189,VH000189,Silver,2018-12-28,2019-12-28,49183.39,4098.62,Suspendu,1800,Semestriel,2483.76,6537.95,53237.58
CT000901,CL000189,VH000189,Silver,2025-04-20,2026-04-20,49183.39,4098.62,Suspendu,1800,Annuel,2483.76,6537.95,53237.58
CT000902,CL000189,VH000189,VIP,2019-05-23,2020-05-22,122958.48,10246.54,Expiré,500,Trimestriel,6209.4,16344.87,133093.95
CT000903,CL000190,VH000190,Silver+,2018-09-29,2019-09-29,11609.73,967.48,Suspendu,1500,Trimestriel,1729.85,1383.18,11263.06
CT000904,CL000190,VH000190,Gold+,2024-08-24,2025-08-24,15181.96,1265.16,Actif,1000,Trimestriel,2262.11,1808.78,14728.63
CT000905,CL000191,VH000191,Eco,2023-05-03,2024-05-02,10532.45,877.7,Actif,3000,Trimestriel,-89.53,1487.08,12109.06
CT000906,CL000191,VH000191,Premium,2024-09-19,2025-09-19,36863.56,3071.96,Actif,800,Mensuel,-313.34,5204.77,42381.67
CT000907,CL000191,VH000191,Silver+,2021-06-07,2022-06-07,24450.32,2037.53,Expiré,1500,Trimestriel,-207.83,3452.14,28110.29
CT000908,CL000191,VH000191,Silver+,2022-11-16,2023-11-16,24450.32,2037.53,Suspendu,1500,Mensuel,-207.83,3452.14,28110.29
CT000909,CL000191,VH000191,Eco+,2023-10-18,2024-10-17,12037.08,1003.09,Expiré,2500,Annuel,-102.32,1699.52,13838.92
CT000910,CL000191,VH000191,Gold,2018-11-23,2019-11-23,29340.39,2445.03,Suspendu,1200,Annuel,-249.39,4142.57,33732.35
CT000911,CL000191,VH000191,Eco,2020-04-21,2021-04-21,10532.45,877.7,Expiré,3000,Mensuel,-89.53,1487.08,12109.06
CT000912,CL000192,VH000192,Silver,2022-05-31,2023-05-31,12564.22,1047.02,Expiré,1800,Semestriel,1809.25,1505.7,12260.67
CT000913,CL000192,VH000192,Gold,2021-12-24,2022-12-24,16896.71,1408.06,Résilié,1200,Trimestriel,2433.13,2024.9,16488.48
CT000914,CL000192,VH000192,VIP,2023-01-02,2024-01-02,31410.56,2617.55,Résilié,500,Mensuel,4523.12,3764.24,30651.68
CT000915,CL000192,VH000192,Gold,2023-11-08,2024-11-07,16896.71,1408.06,Résilié,1200,Trimestriel,2433.13,2024.9,16488.48
CT000916,CL000192,VH000192,Gold,2019-01-21,2020-01-21,16896.71,1408.06,Expiré,1200,Trimestriel,2433.13,2024.9,16488.48
CT000917,CL000192,VH000192,Eco,2022-10-21,2023-10-21,6065.49,505.46,Expiré,3000,Mensuel,873.43,726.89,5918.95
CT000918,CL000192,VH000192,Gold,2020-05-15,2021-05-15,16896.71,1408.06,Résilié,1200,Trimestriel,2433.13,2024.9,16488.48
CT000919,CL000192,VH000192,Premium,2022-03-01,2023-03-01,21229.21,1769.1,Actif,800,Mensuel,3057.01,2544.11,20716.31
CT000920,CL000192,VH000192,Premium,2022-08-14,2023-08-14,21229.21,1769.1,Résilié,800,Semestriel,3057.01,2544.11,20716.31
CT000921,CL000193,VH000193,Bronze,2023-12-05,2024-12-04,4239.14,353.26,Résilié,2000,Annuel,413.32,535.61,4361.43
CT000922,CL000193,VH000193,Gold+,2020-08-31,2021-08-31,8007.26,667.27,Actif,1000,Annuel,780.71,1011.72,8238.27
CT000923,CL000193,VH000193,Bronze,2023-08-16,2024-08-15,4239.14,353.26,Suspendu,2000,Annuel,413.32,535.61,4361.43
CT000924,CL000193,VH000193,VIP,2018-01-15,2019-01-15,13659.45,1138.29,Suspendu,500,Trimestriel,1331.8,1725.87,14053.52
CT000925,CL000193,VH000193,Silver+,2023-08-07,2024-08-06,6123.2,510.27,Résilié,1500,Semestriel,597.01,773.67,6299.86
CT000926,CL000194,VH000194,Silver,2024-08-03,2025-08-03,13917.01,1159.75,Résilié,1800,Trimestriel,1252.53,1773.03,14437.51
CT000927,CL000194,VH000194,Silver+,2024-10-17,2025-10-17,15596.65,1299.72,Actif,1500,Trimestriel,1403.7,1987.01,16179.96
CT000928,CL000195,VH000195,VIP,2020-05-25,2021-05-25,24210.04,2017.5,Actif,500,Annuel,2372.58,3057.24,24894.7
CT000929,CL000195,VH000195,Eco+,2019-04-05,2020-04-04,5342.91,445.24,Actif,2500,Mensuel,523.61,674.7,5494.0
CT000930,CL000195,VH000195,Gold+,2021-10-25,2022-10-25,14192.09,1182.67,Résilié,1000,Annuel,1390.82,1792.18,14593.45
CT000931,CL000195,VH000195,VIP,2024-10-21,2025-10-21,24210.04,2017.5,Résilié,500,Mensuel,2372.58,3057.24,24894.7
CT000932,CL000195,VH000195,VIP,2020-12-25,2021-12-25,24210.04,2017.5,Actif,500,Trimestriel,2372.58,3057.24,24894.7
CT000933,CL000195,VH000195,Eco+,2024-09-10,2025-09-10,5342.91,445.24,Actif,2500,Mensuel,523.61,674.7,5494.0
CT000934,CL000196,VH000196,Gold+,2022-05-24,2023-05-24,12840.88,1070.07,Résilié,1000,Trimestriel,1373.97,1605.37,13072.28
CT000935,CL000196,VH000196,Premium,2023-01-24,2024-01-24,14804.78,1233.73,Actif,800,Annuel,1584.11,1850.89,15071.56
CT000936,CL000196,VH000196,Business,2022-11-15,2023-11-15,16919.75,1409.98,Résilié,600,Mensuel,1810.41,2115.31,17224.65
CT000937,CL000197,VH000197,Eco+,2024-06-03,2025-06-03,5185.93,432.16,Résilié,2500,Annuel,46.67,719.5,5858.76
CT000938,CL000197,VH000197,Gold+,2018-05-20,2019-05-20,13775.12,1147.93,Expiré,1000,Trimestriel,123.98,1911.16,15562.3
CT000939,CL000197,VH000197,Silver,2022-02-08,2023-02-08,9399.49,783.29,Expiré,1800,Mensuel,84.6,1304.08,10618.97
CT000940,CL000197,VH000197,Premium,2022-10-18,2023-10-18,15881.9,1323.49,Actif,800,Annuel,142.94,2203.45,17942.41
CT000941,CL000197,VH000197,Eco,2019-01-21,2020-01-21,4537.69,378.14,Résilié,3000,Trimestriel,40.84,629.56,5126.41
CT000942,CL000197,VH000197,Eco,2019-09-19,2020-09-18,4537.69,378.14,Expiré,3000,Annuel,40.84,629.56,5126.41
CT000943,CL000198,VH000198,VIP,2018-06-08,2019-06-08,37583.61,3131.97,Actif,500,Trimestriel,3833.53,4725.01,38475.09
CT000944,CL000198,VH000198,Premium,2023-03-20,2024-03-19,25401.34,2116.78,Expiré,800,Trimestriel,2590.94,3193.46,26003.86
CT000945,CL000198,VH000198,Silver,2021-05-13,2022-05-13,15033.44,1252.79,Expiré,1800,Semestriel,1533.41,1890.0,15390.03
CT000946,CL000198,VH000198,Silver,2023-07-26,2024-07-25,15033.44,1252.79,Résilié,1800,Semestriel,1533.41,1890.0,15390.03
CT000947,CL000199,VH000199,Eco,2021-09-08,2022-09-08,5585.81,465.48,Résilié,3000,Annuel,335.15,735.09,5985.75
CT000948,CL000199,VH000199,Business,2018-05-09,2019-05-09,22343.24,1861.94,Résilié,600,Annuel,1340.59,2940.37,23943.02
CT000949,CL000200,VH000200,Business,2024-09-17,2025-09-17,16924.35,1410.36,Actif,600,Annuel,2234.01,2056.65,16746.99
CT000950,CL000200,VH000200,Gold,2018-08-09,2019-08-09,11786.6,982.22,Actif,1200,Annuel,1555.83,1432.31,11663.08
CT000951,CL000200,VH000200,Silver+,2024-03-22,2025-03-22,9822.17,818.51,Actif,1500,Semestriel,1296.53,1193.59,9719.23
CT000952,CL000200,VH000200,Silver,2022-06-03,2023-06-03,8764.4,730.37,Expiré,1800,Mensuel,1156.9,1065.05,8672.55
CT000953,CL000201,VH000201,Eco,2025-01-27,2026-01-27,11125.75,927.15,Expiré,3000,Mensuel,1257.21,1381.6,11250.14
CT000954,CL000201,VH000201,Silver+,2023-09-25,2024-09-24,25827.63,2152.3,Actif,1500,Mensuel,2918.52,3207.28,26116.39
CT000955,CL000201,VH000201,Bronze,2022-01-30,2023-01-30,17880.67,1490.06,Actif,2000,Trimestriel,2020.52,2220.42,18080.57
CT000956,CL000201,VH000201,Gold,2024-07-06,2025-07-06,30993.15,2582.76,Actif,1200,Mensuel,3502.23,3848.73,31339.65
CT000957,CL000202,VH000202,Eco+,2020-06-04,2021-06-04,12115.88,1009.66,Suspendu,2500,Annuel,1562.95,1477.41,12030.34
CT000958,CL000202,VH000202,Bronze,2020-07-24,2021-07-24,17037.96,1419.83,Suspendu,2000,Annuel,2197.9,2077.61,16917.67
CT000959,CL000202,VH000202,VIP,2022-07-04,2023-07-04,54900.1,4575.01,Résilié,500,Mensuel,7082.11,6694.52,54512.51
CT000960,CL000202,VH000202,Silver,2019-11-27,2020-11-26,21960.04,1830.0,Résilié,1800,Annuel,2832.85,2677.81,21805.0
CT000961,CL000202,VH000202,Gold+,2023-05-14,2024-05-13,32182.82,2681.9,Expiré,1000,Trimestriel,4151.58,3924.37,31955.61
CT000962,CL000202,VH000202,Eco+,2023-01-16,2024-01-16,12115.88,1009.66,Suspendu,2500,Trimestriel,1562.95,1477.41,12030.34
CT000963,CL000203,VH000203,Bronze,2021-04-17,2022-04-17,5631.54,469.3,Résilié,2000,Trimestriel,115.45,772.25,6288.34
CT000964,CL000203,VH000203,Business,2024-10-03,2025-10-03,14016.28,1168.02,Actif,600,Trimestriel,287.33,1922.05,15651.0
CT000965,CL000203,VH000203,Bronze,2018-03-30,2019-03-30,5631.54,469.3,Suspendu,2000,Trimestriel,115.45,772.25,6288.34
CT000966,CL000204,VH000204,Gold+,2023-07-29,2024-07-28,30231.71,2519.31,Résilié,1000,Semestriel,1798.79,3980.61,32413.53
CT000967,CL000204,VH000204,Business,2023-02-21,2024-02-21,39834.72,3319.56,Résilié,600,Trimestriel,2370.17,5245.04,42709.59
CT000968,CL000204,VH000204,Gold+,2019-01-18,2020-01-18,30231.71,2519.31,Suspendu,1000,Trimestriel,1798.79,3980.61,32413.53
CT000969,CL000204,VH000204,Gold+,2021-03-17,2022-03-17,30231.71,2519.31,Suspendu,1000,Mensuel,1798.79,3980.61,32413.53
CT000970,CL000205,VH000205,Eco,2021-08-11,2022-08-11,6162.06,513.5,Résilié,3000,Trimestriel,249.56,827.75,6740.25
CT000971,CL000205,VH000205,Gold,2020-01-02,2021-01-01,17165.74,1430.48,Suspendu,1200,Trimestriel,695.21,2305.87,18776.4
CT000972,CL000206,VH000206,Gold,2022-11-29,2023-11-29,15867.76,1322.31,Actif,1200,Mensuel,1094.88,2068.2,16841.08
CT000973,CL000206,VH000206,Silver+,2019-08-30,2020-08-29,13223.14,1101.93,Expiré,1500,Mensuel,912.4,1723.5,14034.24
CT000974,CL000206,VH000206,Eco+,2021-12-05,2022-12-05,6509.85,542.49,Suspendu,2500,Annuel,449.18,848.49,6909.16
CT000975,CL000206,VH000206,Gold,2018-07-11,2019-07-11,15867.76,1322.31,Résilié,1200,Annuel,1094.88,2068.2,16841.08
CT000976,CL000206,VH000206,Eco,2018-12-18,2019-12-18,5696.12,474.68,Actif,3000,Trimestriel,393.03,742.43,6045.52
CT000977,CL000206,VH000206,Bronze,2023-11-26,2024-11-25,9154.48,762.87,Résilié,2000,Trimestriel,631.66,1193.19,9716.01
CT000978,CL000207,VH000207,Bronze,2021-06-25,2022-06-25,5933.44,494.45,Expiré,2000,Trimestriel,249.2,795.79,6480.03
CT000979,CL000207,VH000207,Bronze,2024-08-08,2025-08-08,5933.44,494.45,Expiré,2000,Mensuel,249.2,795.79,6480.03
CT000980,CL000207,VH000207,Business,2020-01-09,2021-01-08,14767.67,1230.64,Actif,600,Mensuel,620.24,1980.64,16128.07
