GarantieID,Nom,Pack,Plafond,Franchise,Description,Active
GA00186,Catastrophes naturelles et technologiques,Eco,200000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00187,Dommages tous accidents avec franchise modulable,Business,500000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00188,Incendie et explosion du véhicule,Bronze,100000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00189,Vol avec effraction et agression,VIP,50000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00190,Responsabilité civile illimitée en dommages corporels,Silver,50000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00191,Dommages corporels du conducteur jusqu'à 500 000 MAD,Eco+,500000,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00192,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,200000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00193,Assistance 0 km 24h/24 au Maroc et en Europe,Gold+,999999,1500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00194,Véhicule de remplacement 7 jours en cas d'accident,Gold+,100000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00195,Protection juridique jusqu'à 15 000 MAD,VIP,100000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00196,Catastrophes naturelles et technologiques,Bronze,50000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00197,Dommages tous accidents avec franchise modulable,Eco+,200000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00198,Incendie et explosion du véhicule,Bronze,50000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00199,Vol avec effraction et agression,Silver,50000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00200,Responsabilité civile illimitée en dommages corporels,Bronze,500000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00201,Dommages corporels du conducteur jusqu'à 500 000 MAD,VIP,100000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00202,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,500000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00203,Assistance 0 km 24h/24 au Maroc et en Europe,Bronze,100000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00204,Véhicule de remplacement 7 jours en cas d'accident,Eco+,200000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00205,Protection juridique jusqu'à 15 000 MAD,Gold+,500000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00206,Catastrophes naturelles et technologiques,VIP,500000,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00207,Dommages tous accidents avec franchise modulable,Eco,100000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00208,Incendie et explosion du véhicule,Gold,50000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00209,Vol avec effraction et agression,VIP,200000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00210,Responsabilité civile illimitée en dommages corporels,Eco+,200000,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00211,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,999999,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00212,Bris de glace sans franchise limité à 2 sinistres/an,Silver,50000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00213,Assistance 0 km 24h/24 au Maroc et en Europe,Business,50000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00214,Véhicule de remplacement 7 jours en cas d'accident,VIP,500000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00215,Protection juridique jusqu'à 15 000 MAD,Bronze,50000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00216,Catastrophes naturelles et technologiques,Business,50000,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00217,Dommages tous accidents avec franchise modulable,Silver,500000,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00218,Incendie et explosion du véhicule,Bronze,100000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00219,Vol avec effraction et agression,VIP,500000,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00220,Responsabilité civile illimitée en dommages corporels,Business,100000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00221,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,50000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00222,Bris de glace sans franchise limité à 2 sinistres/an,Silver,50000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00223,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,50000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00224,Véhicule de remplacement 7 jours en cas d'accident,Eco,100000,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00225,Protection juridique jusqu'à 15 000 MAD,Gold+,999999,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00226,Catastrophes naturelles et technologiques,Silver,50000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00227,Dommages tous accidents avec franchise modulable,Premium,999999,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00228,Incendie et explosion du véhicule,Premium,50000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00229,Vol avec effraction et agression,Silver,500000,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00230,Responsabilité civile illimitée en dommages corporels,Gold,500000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00231,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,999999,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00232,Bris de glace sans franchise limité à 2 sinistres/an,Premium,50000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00233,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,100000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00234,Véhicule de remplacement 7 jours en cas d'accident,Bronze,500000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00235,Protection juridique jusqu'à 15 000 MAD,Bronze,999999,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00236,Catastrophes naturelles et technologiques,Gold+,999999,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00237,Dommages tous accidents avec franchise modulable,Gold+,200000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00238,Incendie et explosion du véhicule,Silver+,50000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00239,Vol avec effraction et agression,Silver,200000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00240,Responsabilité civile illimitée en dommages corporels,Silver+,500000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00241,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,999999,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00242,Bris de glace sans franchise limité à 2 sinistres/an,VIP,200000,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00243,Assistance 0 km 24h/24 au Maroc et en Europe,Gold,500000,1500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00244,Véhicule de remplacement 7 jours en cas d'accident,Premium,50000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00245,Protection juridique jusqu'à 15 000 MAD,Business,500000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00246,Catastrophes naturelles et technologiques,Gold,100000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00247,Dommages tous accidents avec franchise modulable,VIP,50000,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00248,Incendie et explosion du véhicule,VIP,500000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00249,Vol avec effraction et agression,Business,50000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00250,Responsabilité civile illimitée en dommages corporels,Eco+,100000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00251,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,999999,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00252,Bris de glace sans franchise limité à 2 sinistres/an,Premium,100000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00253,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,500000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00254,Véhicule de remplacement 7 jours en cas d'accident,Bronze,50000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00255,Protection juridique jusqu'à 15 000 MAD,Eco,50000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00256,Catastrophes naturelles et technologiques,Premium,999999,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00257,Dommages tous accidents avec franchise modulable,Silver+,999999,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00258,Incendie et explosion du véhicule,Premium,200000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00259,Vol avec effraction et agression,Eco+,50000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00260,Responsabilité civile illimitée en dommages corporels,Bronze,999999,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00261,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,100000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
